Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8
Hepatitis E,cold_hands_and_feets,chills,pain_during_bowel_movements,loss_of_smell,weakness_in_limbs,,,
Alcoholic hepatitis,weight_loss,pain_during_bowel_movements,anxiety,mood_swings,,,,
Peptic ulcer disease,swollen_legs,toxic_look_(typhos),continuous_feel_of_urine,vomiting,,,,
Pneumonia,internal_itching,receiving_unsterile_injections,stomach_bleeding,lack_of_concentration,,,,
Hyperthyroidism,painful_walking,anxiety,swollen_legs,watering_from_eyes,yellowing_of_eyes,itching,belly_pain,
Typhoid,diarrhoea,itching,spinning_movements,altered_sensorium,red_sore_around_nose,throat_irritation,yellow_urine,shivering
Hepatitis A,depression,weight_gain,irritation_in_anus,muscle_weakness,,,,
Typhoid,yellow_urine,diarrhoea,altered_sensorium,red_sore_around_nose,spinning_movements,shivering,itching,throat_irritation
Common Cold,high_fever,blurred_and_distorted_vision,nausea,silver_like_dusting,rusty_sputum,neck_pain,congestion,
Acne,irritation_in_anus,knee_pain,sinus_pressure,polyuria,swelling_joints,swollen_legs,nausea,obesity
Migraine,swelling_joints,pain_during_bowel_movements,family_history,acidity,,,,
Peptic ulcer disease,toxic_look_(typhos),continuous_feel_of_urine,swollen_legs,vomiting,,,,
Hepatitis B,lethargy,patches_in_throat,blister,mood_swings,dark_urine,,,
Psoriasis,mood_swings,muscle_pain,passage_of_gases,swollen_extremeties,neck_pain,,,
Migraine,family_history,acidity,swelling_joints,pain_during_bowel_movements,,,,
AIDS,lethargy,mood_swings,red_spots_over_body,phlegm,yellowish_skin,depression,slurred_speech,
Fungal infection,joint_pain,fast_heart_rate,neck_pain,enlarged_thyroid,,,,
Heart attack,blurred_and_distorted_vision,pain_behind_the_eyes,prominent_veins_on_calf,swelled_lymph_nodes,receiving_unsterile_injections,,,
Tuberculosis,weight_loss,brittle_nails,unsteadiness,bloody_stool,,,,
Gastroenteritis,brittle_nails,painful_walking,irritability,belly_pain,,,,
Allergy,receiving_unsterile_injections,stomach_pain,acidity,breathlessness,irregular_sugar_level,,,
Bronchial Asthma,weight_loss,muscle_pain,runny_nose,swollen_blood_vessels,internal_itching,,,
Peptic ulcer disease,vomiting,toxic_look_(typhos),continuous_feel_of_urine,swollen_legs,,,,
Varicose veins,dizziness,restlessness,burning_micturition,sunken_eyes,blackheads,blood_in_sputum,,
Dimorphic hemmorhoids(piles),sunken_eyes,loss_of_smell,anxiety,sweating,fatigue,dizziness,mucoid_sputum,
Cervical spondylosis,pus_filled_pimples,congestion,cold_hands_and_feets,extra_marital_contacts,polyuria,swelling_joints,,
Fungal infection,fast_heart_rate,enlarged_thyroid,neck_pain,joint_pain,,,,
Common Cold,blurred_and_distorted_vision,nausea,congestion,silver_like_dusting,rusty_sputum,neck_pain,high_fever,
Tuberculosis,unsteadiness,weight_loss,bloody_stool,brittle_nails,,,,
Jaundice,cough,yellow_crust_ooze,pain_behind_the_eyes,burning_micturition,weakness_in_limbs,dehydration,,
Arthritis,bloody_stool,mucoid_sputum,small_dents_in_nails,malaise,lethargy,mood_swings,weight_gain,mild_fever
Psoriasis,passage_of_gases,mood_swings,swollen_extremeties,muscle_pain,neck_pain,,,
Allergy,stomach_pain,breathlessness,acidity,receiving_unsterile_injections,irregular_sugar_level,,,
Varicose veins,sunken_eyes,blackheads,burning_micturition,dizziness,blood_in_sputum,restlessness,,
Acne,swelling_joints,sinus_pressure,nausea,obesity,irritation_in_anus,knee_pain,swollen_legs,polyuria
Common Cold,nausea,rusty_sputum,congestion,neck_pain,silver_like_dusting,blurred_and_distorted_vision,high_fever,
Typhoid,red_sore_around_nose,altered_sensorium,throat_irritation,itching,shivering,yellow_urine,spinning_movements,diarrhoea
Urinary tract infection,nodal_skin_eruptions,congestion,weight_loss,sunken_eyes,swollen_legs,swelling_joints,pus_filled_pimples,
Paralysis (brain hemorrhage),dizziness,pain_behind_the_eyes,coma,swollen_legs,family_history,,,
Chicken pox,nodal_skin_eruptions,swollen_blood_vessels,indigestion,scurring,dehydration,cramps,slurred_speech,bladder_discomfort
Pneumonia,internal_itching,lack_of_concentration,receiving_unsterile_injections,stomach_bleeding,,,,
Diabetes,pain_during_bowel_movements,lethargy,pain_in_anal_region,drying_and_tingling_lips,,,,
Hepatitis C,receiving_unsterile_injections,yellowing_of_eyes,congestion,silver_like_dusting,swollen_legs,,,
Bronchial Asthma,internal_itching,swollen_blood_vessels,runny_nose,muscle_pain,weight_loss,,,
Dimorphic hemmorhoids(piles),sunken_eyes,sweating,anxiety,loss_of_smell,fatigue,mucoid_sputum,dizziness,
Arthritis,weight_gain,bloody_stool,lethargy,mood_swings,mild_fever,mucoid_sputum,malaise,small_dents_in_nails
Hypertension,neck_pain,acute_liver_failure,yellow_urine,weakness_in_limbs,loss_of_balance,blackheads,puffy_face_and_eyes,belly_pain
Bronchial Asthma,internal_itching,swollen_blood_vessels,muscle_pain,weight_loss,runny_nose,,,
Cervical spondylosis,swelling_joints,congestion,polyuria,cold_hands_and_feets,pus_filled_pimples,extra_marital_contacts,,
Hepatitis C,congestion,receiving_unsterile_injections,silver_like_dusting,yellowing_of_eyes,swollen_legs,,,
Hepatitis E,loss_of_smell,cold_hands_and_feets,weakness_in_limbs,chills,pain_during_bowel_movements,,,
Bronchial Asthma,internal_itching,runny_nose,muscle_pain,swollen_blood_vessels,weight_loss,,,
Pneumonia,stomach_bleeding,receiving_unsterile_injections,internal_itching,lack_of_concentration,,,,
Hypoglycemia,slurred_speech,blurred_and_distorted_vision,blister,receiving_unsterile_injections,diarrhoea,chest_pain,,
Fungal infection,neck_pain,enlarged_thyroid,fast_heart_rate,joint_pain,,,,
Hepatitis B,blister,lethargy,dark_urine,patches_in_throat,mood_swings,,,
Tuberculosis,weight_loss,brittle_nails,bloody_stool,unsteadiness,,,,
Vertigo,receiving_blood_transfusion,muscle_wasting,lethargy,dizziness,,,,
Common Cold,congestion,nausea,high_fever,silver_like_dusting,rusty_sputum,blurred_and_distorted_vision,neck_pain,
Hepatitis D,dizziness,altered_sensorium,palpitations,stiff_neck,history_of_alcohol_consumption,family_history,headache,redness_of_eyes
Dimorphic hemmorhoids(piles),fatigue,dizziness,anxiety,mucoid_sputum,loss_of_smell,sunken_eyes,sweating,
Tuberculosis,bloody_stool,unsteadiness,brittle_nails,weight_loss,,,,
GERD,throat_irritation,chest_pain,pain_in_anal_region,joint_pain,,,,
Hypoglycemia,chest_pain,blurred_and_distorted_vision,receiving_unsterile_injections,blister,diarrhoea,slurred_speech,,
Hypoglycemia,chest_pain,slurred_speech,blurred_and_distorted_vision,receiving_unsterile_injections,blister,diarrhoea,,
Malaria,receiving_unsterile_injections,mild_fever,belly_pain,abnormal_menstruation,cold_hands_and_feets,,,
Chronic cholestasis,weakness_in_limbs,brittle_nails,receiving_blood_transfusion,receiving_unsterile_injections,skin_rash,bladder_discomfort,prominent_veins_on_calf,mild_fever
Diabetes,lethargy,pain_during_bowel_movements,drying_and_tingling_lips,pain_in_anal_region,,,,
Heart attack,receiving_unsterile_injections,blurred_and_distorted_vision,swelled_lymph_nodes,prominent_veins_on_calf,pain_behind_the_eyes,,,
Hepatitis D,redness_of_eyes,altered_sensorium,headache,stiff_neck,dizziness,palpitations,family_history,history_of_alcohol_consumption
Hypoglycemia,diarrhoea,blurred_and_distorted_vision,slurred_speech,receiving_unsterile_injections,blister,chest_pain,,
Hepatitis E,chills,loss_of_smell,weakness_in_limbs,cold_hands_and_feets,pain_during_bowel_movements,,,
Common Cold,silver_like_dusting,nausea,rusty_sputum,neck_pain,blurred_and_distorted_vision,high_fever,congestion,
Paralysis (brain hemorrhage),family_history,dizziness,pain_behind_the_eyes,swollen_legs,coma,,,
Acne,swelling_joints,obesity,polyuria,irritation_in_anus,swollen_legs,sinus_pressure,knee_pain,nausea
Dimorphic hemmorhoids(piles),loss_of_smell,anxiety,fatigue,sunken_eyes,dizziness,mucoid_sputum,sweating,
Hypothyroidism,inflammatory_nails,yellowing_of_eyes,bloody_stool,continuous_sneezing,rusty_sputum,blister,cough,congestion
Heart attack,prominent_veins_on_calf,swelled_lymph_nodes,pain_behind_the_eyes,blurred_and_distorted_vision,receiving_unsterile_injections,,,
Arthritis,weight_gain,mild_fever,mucoid_sputum,bloody_stool,lethargy,malaise,small_dents_in_nails,mood_swings
Vertigo,muscle_wasting,receiving_blood_transfusion,dizziness,lethargy,,,,
Diabetes,pain_during_bowel_movements,pain_in_anal_region,drying_and_tingling_lips,lethargy,,,,
Hepatitis A,weight_gain,depression,muscle_weakness,irritation_in_anus,,,,
Bronchial Asthma,runny_nose,weight_loss,muscle_pain,swollen_blood_vessels,internal_itching,,,
Typhoid,altered_sensorium,red_sore_around_nose,itching,throat_irritation,shivering,spinning_movements,diarrhoea,yellow_urine
Drug Reaction,belly_pain,chest_pain,loss_of_smell,cough,breathlessness,diarrhoea,,
Vertigo,dizziness,lethargy,muscle_wasting,receiving_blood_transfusion,,,,
Varicose veins,restlessness,blood_in_sputum,blackheads,dizziness,sunken_eyes,burning_micturition,,
Dimorphic hemmorhoids(piles),dizziness,loss_of_smell,fatigue,anxiety,sunken_eyes,mucoid_sputum,sweating,
Alcoholic hepatitis,weight_loss,pain_during_bowel_movements,mood_swings,anxiety,,,,
Osteoarthristis,burning_micturition,swelling_joints,weight_gain,anxiety,,,,
Dengue,swollen_legs,swelling_of_stomach,itching,knee_pain,painful_walking,mild_fever,sweating,
Arthritis,lethargy,bloody_stool,weight_gain,mucoid_sputum,small_dents_in_nails,malaise,mood_swings,mild_fever
Vertigo,lethargy,dizziness,receiving_blood_transfusion,muscle_wasting,,,,
Diabetes,lethargy,pain_in_anal_region,pain_during_bowel_movements,drying_and_tingling_lips,,,,
Paralysis (brain hemorrhage),dizziness,family_history,swollen_legs,coma,pain_behind_the_eyes,,,
Tuberculosis,bloody_stool,brittle_nails,weight_loss,unsteadiness,,,,
Hepatitis C,swollen_legs,silver_like_dusting,congestion,yellowing_of_eyes,receiving_unsterile_injections,,,
Hypoglycemia,blister,slurred_speech,receiving_unsterile_injections,chest_pain,blurred_and_distorted_vision,diarrhoea,,
AIDS,mood_swings,slurred_speech,yellowish_skin,phlegm,lethargy,red_spots_over_body,depression,
Peptic ulcer disease,toxic_look_(typhos),swollen_legs,vomiting,continuous_feel_of_urine,,,,
Hypertension,weakness_in_limbs,blackheads,puffy_face_and_eyes,loss_of_balance,neck_pain,yellow_urine,belly_pain,acute_liver_failure
Hepatitis A,irritation_in_anus,muscle_weakness,depression,weight_gain,,,,
Bronchial Asthma,muscle_pain,weight_loss,internal_itching,runny_nose,swollen_blood_vessels,,,
Diabetes,drying_and_tingling_lips,lethargy,pain_in_anal_region,pain_during_bowel_movements,,,,
Urinary tract infection,nodal_skin_eruptions,congestion,swelling_joints,swollen_legs,pus_filled_pimples,weight_loss,sunken_eyes,
Chronic cholestasis,prominent_veins_on_calf,bladder_discomfort,weakness_in_limbs,receiving_blood_transfusion,receiving_unsterile_injections,skin_rash,brittle_nails,mild_fever
Common Cold,high_fever,rusty_sputum,neck_pain,silver_like_dusting,congestion,nausea,blurred_and_distorted_vision,
Malaria,mild_fever,cold_hands_and_feets,abnormal_menstruation,receiving_unsterile_injections,belly_pain,,,
Dimorphic hemmorhoids(piles),anxiety,mucoid_sputum,dizziness,sunken_eyes,loss_of_smell,sweating,fatigue,
Osteoarthristis,weight_gain,burning_micturition,anxiety,swelling_joints,,,,
Arthritis,mild_fever,mood_swings,malaise,weight_gain,lethargy,bloody_stool,small_dents_in_nails,mucoid_sputum
Fungal infection,fast_heart_rate,neck_pain,enlarged_thyroid,joint_pain,,,,
Urinary tract infection,weight_loss,swelling_joints,sunken_eyes,swollen_legs,pus_filled_pimples,congestion,nodal_skin_eruptions,
Acne,sinus_pressure,irritation_in_anus,polyuria,nausea,knee_pain,obesity,swelling_joints,swollen_legs
Tuberculosis,bloody_stool,weight_loss,brittle_nails,unsteadiness,,,,
Pneumonia,stomach_bleeding,lack_of_concentration,receiving_unsterile_injections,internal_itching,,,,
Hepatitis C,congestion,silver_like_dusting,yellowing_of_eyes,receiving_unsterile_injections,swollen_legs,,,
Hepatitis B,lethargy,dark_urine,mood_swings,patches_in_throat,blister,,,
Allergy,acidity,stomach_pain,receiving_unsterile_injections,breathlessness,irregular_sugar_level,,,
Fungal infection,enlarged_thyroid,fast_heart_rate,neck_pain,joint_pain,,,,
Common Cold,nausea,congestion,silver_like_dusting,high_fever,neck_pain,blurred_and_distorted_vision,rusty_sputum,
Drug Reaction,chest_pain,belly_pain,loss_of_smell,breathlessness,diarrhoea,cough,,
Hepatitis D,stiff_neck,palpitations,redness_of_eyes,altered_sensorium,family_history,history_of_alcohol_consumption,dizziness,headache
Diabetes,lethargy,pain_during_bowel_movements,drying_and_tingling_lips,pain_in_anal_region,,,,
Dimorphic hemmorhoids(piles),loss_of_smell,sweating,mucoid_sputum,anxiety,dizziness,sunken_eyes,fatigue,
Cervical spondylosis,congestion,pus_filled_pimples,extra_marital_contacts,swelling_joints,polyuria,cold_hands_and_feets,,
Jaundice,dehydration,burning_micturition,pain_behind_the_eyes,weakness_in_limbs,yellow_crust_ooze,cough,,
Urinary tract infection,nodal_skin_eruptions,sunken_eyes,congestion,pus_filled_pimples,swollen_legs,swelling_joints,weight_loss,
Vertigo,muscle_wasting,lethargy,dizziness,receiving_blood_transfusion,,,,
Vertigo,receiving_blood_transfusion,lethargy,dizziness,muscle_wasting,,,,
Drug Reaction,diarrhoea,breathlessness,cough,belly_pain,loss_of_smell,chest_pain,,
Cervical spondylosis,polyuria,congestion,extra_marital_contacts,swelling_joints,cold_hands_and_feets,pus_filled_pimples,,
Fungal infection,enlarged_thyroid,joint_pain,neck_pain,fast_heart_rate,,,,
Hepatitis B,blister,lethargy,patches_in_throat,dark_urine,mood_swings,,,
Hypoglycemia,blister,receiving_unsterile_injections,slurred_speech,diarrhoea,chest_pain,blurred_and_distorted_vision,,
Jaundice,dehydration,pain_behind_the_eyes,burning_micturition,cough,yellow_crust_ooze,weakness_in_limbs,,
Hepatitis B,blister,patches_in_throat,dark_urine,mood_swings,lethargy,,,
Peptic ulcer disease,continuous_feel_of_urine,vomiting,swollen_legs,toxic_look_(typhos),,,,
Pneumonia,internal_itching,receiving_unsterile_injections,lack_of_concentration,stomach_bleeding,,,,
Hypertension,blackheads,weakness_in_limbs,neck_pain,belly_pain,loss_of_balance,acute_liver_failure,yellow_urine,puffy_face_and_eyes
Allergy,acidity,breathlessness,irregular_sugar_level,receiving_unsterile_injections,stomach_pain,,,
AIDS,depression,mood_swings,phlegm,yellowish_skin,lethargy,red_spots_over_body,slurred_speech,
Drug Reaction,loss_of_smell,chest_pain,diarrhoea,breathlessness,belly_pain,cough,,
Acne,sinus_pressure,swollen_legs,knee_pain,irritation_in_anus,polyuria,nausea,swelling_joints,obesity
Gastroenteritis,painful_walking,irritability,brittle_nails,belly_pain,,,,
Hepatitis A,muscle_weakness,irritation_in_anus,depression,weight_gain,,,,
Chronic cholestasis,skin_rash,weakness_in_limbs,receiving_unsterile_injections,bladder_discomfort,mild_fever,brittle_nails,prominent_veins_on_calf,receiving_blood_transfusion
Jaundice,cough,yellow_crust_ooze,pain_behind_the_eyes,weakness_in_limbs,dehydration,burning_micturition,,
Heart attack,pain_behind_the_eyes,swelled_lymph_nodes,prominent_veins_on_calf,blurred_and_distorted_vision,receiving_unsterile_injections,,,
Heart attack,prominent_veins_on_calf,blurred_and_distorted_vision,receiving_unsterile_injections,pain_behind_the_eyes,swelled_lymph_nodes,,,
AIDS,red_spots_over_body,slurred_speech,lethargy,phlegm,depression,mood_swings,yellowish_skin,
Vertigo,dizziness,receiving_blood_transfusion,lethargy,muscle_wasting,,,,
Hepatitis D,stiff_neck,family_history,redness_of_eyes,dizziness,history_of_alcohol_consumption,palpitations,altered_sensorium,headache
Gastroenteritis,brittle_nails,painful_walking,irritability,belly_pain,,,,
Hepatitis A,depression,muscle_weakness,irritation_in_anus,weight_gain,,,,
Hepatitis A,irritation_in_anus,weight_gain,depression,muscle_weakness,,,,
Hepatitis A,depression,weight_gain,muscle_weakness,irritation_in_anus,,,,
Fungal infection,fast_heart_rate,neck_pain,joint_pain,enlarged_thyroid,,,,
Hyperthyroidism,belly_pain,swollen_legs,yellowing_of_eyes,itching,anxiety,watering_from_eyes,painful_walking,
Cervical spondylosis,swelling_joints,extra_marital_contacts,polyuria,cold_hands_and_feets,congestion,pus_filled_pimples,,
Varicose veins,blackheads,dizziness,sunken_eyes,restlessness,blood_in_sputum,burning_micturition,,
Psoriasis,swollen_extremeties,passage_of_gases,mood_swings,muscle_pain,neck_pain,,,
AIDS,depression,lethargy,phlegm,red_spots_over_body,mood_swings,yellowish_skin,slurred_speech,
Jaundice,yellow_crust_ooze,dehydration,weakness_in_limbs,pain_behind_the_eyes,burning_micturition,cough,,
Hepatitis C,swollen_legs,silver_like_dusting,congestion,yellowing_of_eyes,receiving_unsterile_injections,,,
Fungal infection,enlarged_thyroid,fast_heart_rate,joint_pain,neck_pain,,,,
Hepatitis D,altered_sensorium,palpitations,headache,family_history,stiff_neck,dizziness,history_of_alcohol_consumption,redness_of_eyes
Impetigo,hip_joint_pain,knee_pain,history_of_alcohol_consumption,nodal_skin_eruptions,breathlessness,,,
Cervical spondylosis,polyuria,extra_marital_contacts,cold_hands_and_feets,pus_filled_pimples,swelling_joints,congestion,,
